"SLV";"2009";"6163";"1000";"http://aims.fao.org/aos/geopolitical.owl";"Population data from the UN Population Division and the data refers to the UN Revision 2008"
"SMR";"2009";"31";"1000";"http://aims.fao.org/aos/geopolitical.owl";"Population data from the UN Population Division and the data refers to the UN Revision 2008"
"SOM";"2009";"9133";"1000";"http://aims.fao.org/aos/geopolitical.owl";"Population data from the UN Population Division and the data refers to the UN Revision 2008"
"SRB";"2009";"9850";"1000";"http://aims.fao.org/aos/geopolitical.owl";"Population data from the UN Population Division and the data refers to the UN Revision 2008"
"STP";"2009";"163";"1000";"http://aims.fao.org/aos/geopolitical.owl";"Population data from the UN Population Division and the data refers to the UN Revision 2008"
"SUR";"2009";"520";"1000";"http://aims.fao.org/aos/geopolitical.owl";"Population data from the UN Population Division and the data refers to the UN Revision 2008"
"SVK";"2009";"5406";"1000";"http://aims.fao.org/aos/geopolitical.owl";"Population data from the UN Population Division and the data refers to the UN Revision 2008"
"SVN";"2009";"2020";"1000";"http://aims.fao.org/aos/geopolitical.owl";"Population data from the UN Population Division and the data refers to the UN Revision 2008"
"SWE";"2009";"9249";"1000";"http://aims.fao.org/aos/geopolitical.owl";"Population data from the UN Population Division and the data refers to the UN Revision 2008"
"SWZ";"2009";"1185";"1000";"http://aims.fao.org/aos/geopolitical.owl";"Population data from the UN Population Division and the data refers to the UN Revision 2008"
"SYC";"2009";"84";"1000";"http://aims.fao.org/aos/geopolitical.owl";"Population data from the UN Population Division and the data refers to the UN Revision 2008"
"SYR";"2009";"21906";"1000";"http://aims.fao.org/aos/geopolitical.owl";"Population data from the UN Population Division and the data refers to the UN Revision 2008"
"TCD";"2009";"11206";"1000";"http://aims.fao.org/aos/geopolitical.owl";"Population data from the UN Population Division and the data refers to the UN Revision 2008"
"TGO";"2009";"6619";"1000";"http://aims.fao.org/aos/geopolitical.owl";"Population data from the UN Population Division and the data refers to the UN Revision 2008"
"THA";"2009";"67764";"1000";"http://aims.fao.org/aos/geopolitical.owl";"Population data from the UN Population Division and the data refers to the UN Revision 2008"
"TJK";"2009";"6952";"1000";"http://aims.fao.org/aos/geopolitical.owl";"Population data from the UN Population Division and the data refers to the UN Revision 2008"
"TKL";"2009";"1";"1000";"http://aims.fao.org/aos/geopolitical.owl";"Population data from the UN Population Division and the data refers to the UN Revision 2008"
"TKM";"2009";"5110";"1000";"http://aims.fao.org/aos/geopolitical.owl";"Population data from the UN Population Division and the data refers to the UN Revision 2008"
"TLS";"2009";"1134";"1000";"http://aims.fao.org/aos/geopolitical.owl";"Population data from the UN Population Division and the data refers to the UN Revision 2008"
